"","player_name","good_cov_preds","grade_OE","season","down","distance","week","defense","offense","qb","coverage_grade","primary_coverage","EPA","season_position","game_id","play_id"
"1","Jaire Alexander",0.991052477620542,0.0644375223794579,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"CB",23805,5117184
"2","Quay Walker",0.881747797131538,0.0981622028684616,2023,2,0,1,"GB","CHI","Justin Fields",0,1,2.519,"LB",23805,5117184
"3","Darnell Savage",0.811446532607079,0.136463467392921,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"S",23805,5117184
"4","Rudy Ford",0.744412571191788,0.203497428808212,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"S",23805,5117184
"5","De'Vondre Campbell",0.788424775004387,0.191485224995613,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"LB",23805,5117184
"6","Rasul Douglas",0.993432839401066,0.0620571605989337,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"CB",23805,5117184
"7","Keisean Nixon",0.825486555695534,0.230003444304466,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.519,"CB",23805,5117184
"8","Jaire Alexander",0.806995928287506,0.248494071712494,2023,1,0,1,"GB","CHI","Justin Fields",0.25,0,0.021,"CB",23805,5117195
"9","Rasul Douglas",0.875845238566399,0.179644761433601,2023,1,0,1,"GB","CHI","Justin Fields",0,1,0.021,"CB",23805,5117195
"10","Keisean Nixon",0.844273060560226,-0.788783060560226,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,0.021,"CB",23805,5117195
"11","Rudy Ford",0.80467015504837,-0.85676015504837,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,0.021,"S",23805,5117195
"12","Preston Smith",0.751627922058105,0.248372077941895,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.021,"ED",23805,5117195
"13","Darnell Savage",0.911968320608139,0.035941679391861,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.021,"S",23805,5117195
"14","Quay Walker",0.991000675596297,-1.0110906755963,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,0.021,"LB",23805,5117195
"15","Jaquan Brisker",0.993382441811264,-0.0454724418112636,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"S",23805,5117287
"16","Kyler Gordon",0.992333910893649,0.0631560891063511,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"CB",23805,5117287
"17","T.J. Edwards",0.826818630099297,0.153091369900703,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"LB",23805,5117287
"18","Tremaine Edmunds",0.752480059862137,0.227429940137863,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"LB",23805,5117287
"19","Eddie Jackson",0.785321921110153,0.162588078889847,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"S",23805,5117287
"20","Jaylon Johnson",0.769916698336601,-0.714426698336601,2023,3,0,1,"CHI","GB","Jordan Love",-0.25,1,2.161,"CB",23805,5117287
"21","Tyrique Stevenson",0.829942166805267,0.225547833194733,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.161,"CB",23805,5117287
"22","Tremaine Edmunds",0.905393473803997,0.074516526196003,2023,2,0,1,"CHI","GB","Jordan Love",0.25,0,-0.477,"LB",23805,5117348
"23","Jack Sanborn",0.994130881968886,-0.0142208819688857,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.477,"LB",23805,5117348
"24","Jaylon Johnson",0.869835510849953,0.185654489150047,2023,2,0,1,"CHI","GB","Jordan Love",0.5,0,-0.477,"CB",23805,5117348
"25","Jaquan Brisker",0.996235929429531,-0.0483259294295311,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.477,"S",23805,5117348
"26","Tyrique Stevenson",0.989217670634389,-0.933727670634389,2023,2,0,1,"CHI","GB","Jordan Love",-0.5,1,-0.477,"CB",23805,5117348
"27","T.J. Edwards",0.991052477620542,-0.011142477620542,2023,2,0,1,"CHI","GB","Jordan Love",0.25,0,-0.477,"LB",23805,5117348
"28","Eddie Jackson",0.993765690363944,-0.0458556903639436,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.477,"S",23805,5117348
"29","Elijah Hicks",0.989217670634389,-0.0413076706343889,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"S",23805,5117383
"30","Jack Sanborn",0.995339745655656,-0.0154297456556559,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"LB",23805,5117383
"31","T.J. Edwards",0.995339745655656,-0.0154297456556559,2023,2,0,1,"CHI","GB","Jordan Love",0,1,-0.494,"LB",23805,5117383
"32","Tyrique Stevenson",0.89508131891489,0.16040868108511,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"CB",23805,5117383
"33","Eddie Jackson",0.99644426186569,-0.0485342618656903,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"S",23805,5117383
"34","Jaylon Johnson",0.89508131891489,0.16040868108511,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"CB",23805,5117383
"35","Tremaine Edmunds",0.961070813238621,0.0188391867613792,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.494,"LB",23805,5117383
"36","Tremaine Edmunds",0.885609544813633,0.094300455186367,2023,3,0,1,"CHI","GB","Jordan Love",0.25,0,3.237,"LB",23805,5117393
"37","Elijah Hicks",0.835687682032585,0.112222317967415,2023,3,0,1,"CHI","GB","Jordan Love",0,0,3.237,"S",23805,5117393
"38","Eddie Jackson",0.831068828701973,-0.883158828701973,2023,3,0,1,"CHI","GB","Jordan Love",-0.5,1,3.237,"S",23805,5117393
"39","T.J. Edwards",0.824947893619537,0.154962106380463,2023,3,0,1,"CHI","GB","Jordan Love",0,0,3.237,"LB",23805,5117393
"40","Jaylon Johnson",0.953996188938618,0.101493811061382,2023,3,0,1,"CHI","GB","Jordan Love",0,0,3.237,"CB",23805,5117393
"41","Tyrique Stevenson",0.827384978532791,0.228105021467209,2023,3,0,1,"CHI","GB","Jordan Love",0,0,3.237,"CB",23805,5117393
"42","Kyler Gordon",0.814254075288773,0.241235924711227,2023,3,0,1,"CHI","GB","Jordan Love",0,0,3.237,"CB",23805,5117393
"43","Quay Walker",0.989217670634389,-1.00930767063439,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,1.496,"LB",23805,5117456
"44","Rudy Ford",0.722569525241852,0.225340474758148,2023,1,0,1,"GB","CHI","Justin Fields",0,0,1.496,"S",23805,5117456
"45","Rasul Douglas",0.996190869482234,0.0592991305177659,2023,1,0,1,"GB","CHI","Justin Fields",0,0,1.496,"CB",23805,5117456
"46","Jaire Alexander",0.762431100010872,0.293058899989128,2023,1,0,1,"GB","CHI","Justin Fields",0,0,1.496,"CB",23805,5117456
"47","Darnell Savage",0.768456697463989,-0.820546697463989,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,1,1.496,"S",23805,5117456
"48","Keisean Nixon",0.824947893619537,-0.769457893619537,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,1.496,"CB",23805,5117456
"49","Rasul Douglas",0.996190869482234,0.0592991305177659,2023,2,0,1,"GB","CHI","Justin Fields",0,0,1.267,"CB",23805,5117483
"50","Rudy Ford",0.762431100010872,0.185478899989128,2023,2,0,1,"GB","CHI","Justin Fields",0,0,1.267,"S",23805,5117483
"51","De'Vondre Campbell",0.843401655554771,-0.863491655554771,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,1.267,"LB",23805,5117483
"52","Quay Walker",0.794917091727257,-0.815007091727257,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,1.267,"LB",23805,5117483
"53","Jaire Alexander",0.732601702213287,0.322888297786713,2023,2,0,1,"GB","CHI","Justin Fields",0.5,0,1.267,"CB",23805,5117483
"54","Keisean Nixon",0.840342953801155,-0.784852953801155,2023,2,0,1,"GB","CHI","Justin Fields",-0.25,1,1.267,"CB",23805,5117483
"55","Darnell Savage",0.993765690363944,-1.04585569036394,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,1.267,"S",23805,5117483
"56","Quay Walker",0.996235929429531,-1.01632592942953,2023,1,0,1,"GB","CHI","Justin Fields",-0.25,0,0.469,"LB",23805,5117536
"57","De'Vondre Campbell",0.835350826382637,-0.855440826382637,2023,1,0,1,"GB","CHI","Justin Fields",-0.25,0,0.469,"LB",23805,5117536
"58","Darnell Savage",0.790336415171623,0.157573584828377,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.469,"S",23805,5117536
"59","Rudy Ford",0.882760003209114,0.0651499967908859,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.469,"S",23805,5117536
"60","Rasul Douglas",0.989217670634389,0.0662723293656111,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.469,"CB",23805,5117536
"61","Jaire Alexander",0.908767387270927,-0.853277387270927,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,0.469,"CB",23805,5117536
"62","Rudy Ford",0.913537740707397,0.0343722592926025,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.118,"S",23805,5117565
"63","Quay Walker",0.998270708252676,-1.01836070825268,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,-0.118,"LB",23805,5117565
"64","Rasul Douglas",0.859189704060555,0.196300295939445,2023,2,0,1,"GB","CHI","Justin Fields",0.5,0,-0.118,"CB",23805,5117565
"65","Kingsley Enagbare",0.850727915763855,-0.850727915763855,2023,2,0,1,"GB","CHI","Justin Fields",-0.25,0,-0.118,"ED",23805,5117565
"66","Darnell Savage",0.897446177899837,0.0504638221001625,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.118,"S",23805,5117565
"67","De'Vondre Campbell",0.800432220101357,0.179477779898643,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-1.399,"LB",23805,5117579
"68","Keisean Nixon",0.768231183290482,0.287258816709518,2023,3,0,1,"GB","CHI","Justin Fields",0,1,-1.399,"CB",23805,5117579
"69","Darnell Savage",0.752666130661964,0.195243869338036,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-1.399,"S",23805,5117579
"70","Rudy Ford",0.882045261561871,0.0658647384381294,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-1.399,"S",23805,5117579
"71","Jaire Alexander",0.991264580748975,0.0642254192510247,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-1.399,"CB",23805,5117579
"72","Rasul Douglas",0.7844378054142,0.2710521945858,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-1.399,"CB",23805,5117579
"73","T.J. Edwards",0.871321335434914,0.108588664565086,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.772,"LB",23805,5117614
"74","Tremaine Edmunds",0.842671930789948,0.137238069210052,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.772,"LB",23805,5117614
"75","Tyrique Stevenson",0.874203711748123,0.181286288251877,2023,1,0,1,"CHI","GB","Jordan Love",0.25,1,-0.772,"CB",23805,5117614
"76","Jaylon Johnson",0.998270708252676,0.0572192917473242,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.772,"CB",23805,5117614
"77","Eddie Jackson",0.859189704060555,0.0887202959394455,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.772,"S",23805,5117614
"78","Jaquan Brisker",0.829003065824509,0.118906934175491,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.772,"S",23805,5117614
"79","Jaquan Brisker",0.92525190114975,0.0226580988502502,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"S",23805,5117636
"80","Kyler Gordon",0.841778561472893,0.213711438527107,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"CB",23805,5117636
"81","Tyrique Stevenson",0.998114636633545,0.0573753633664548,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"CB",23805,5117636
"82","Tremaine Edmunds",0.988470572978258,-1.00856057297826,2023,3,0,1,"CHI","GB","Jordan Love",-0.25,1,-0.03,"LB",23805,5117636
"83","T.J. Edwards",0.898869052529335,0.081040947470665,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"LB",23805,5117636
"84","Eddie Jackson",0.882969036698341,0.0649409633016586,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"S",23805,5117636
"85","Jaylon Johnson",0.875563628971577,0.179926371028423,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-0.03,"CB",23805,5117636
"86","Darnell Savage",0.728699922561646,0.219210077438354,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"S",23805,5117671
"87","Rudy Ford",0.992607158143073,-0.0446971581430733,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"S",23805,5117671
"88","De'Vondre Campbell",0.820612072944641,0.159297927055359,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"LB",23805,5117671
"89","Jaire Alexander",0.99580014962703,0.0596898503729701,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"CB",23805,5117671
"90","Rasul Douglas",0.933113560080528,0.122376439919472,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"CB",23805,5117671
"91","Quay Walker",0.81952129304409,0.16038870695591,2023,1,0,1,"GB","CHI","Justin Fields",0,0,-1.588,"LB",23805,5117671
"92","Rudy Ford",0.989335280843079,-0.0414252808430791,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.024,"S",23805,5117690
"93","Quay Walker",0.744556367397308,0.235353632602692,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.024,"LB",23805,5117690
"94","De'Vondre Campbell",0.81721431016922,0.16269568983078,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.024,"LB",23805,5117690
"95","Darnell Savage",0.61352401971817,0.33438598028183,2023,2,0,1,"GB","CHI","Justin Fields",0,0,2.024,"S",23805,5117690
"96","Rasul Douglas",0.946759302169085,-0.891269302169085,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,2.024,"CB",23805,5117690
"97","Jaire Alexander",0.995804837439209,-0.940314837439209,2023,2,0,1,"GB","CHI","Justin Fields",-1,0,2.024,"CB",23805,5117690
"98","Keisean Nixon",0.771800801157951,-0.716310801157951,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,2.024,"CB",23805,5117690
"99","Rasul Douglas",0.997454350115731,0.0580356498842686,2023,3,0,1,"GB","CHI","Justin Fields",0,0,1.95,"CB",23805,5117727
"100","Rudy Ford",0.874870538711548,-0.926960538711548,2023,3,0,1,"GB","CHI","Justin Fields",-0.5,0,1.95,"S",23805,5117727
"101","De'Vondre Campbell",0.775366574525833,-0.795456574525833,2023,3,0,1,"GB","CHI","Justin Fields",-0.5,0,1.95,"LB",23805,5117727
"102","Quay Walker",0.880747064948082,0.099162935051918,2023,3,0,1,"GB","CHI","Justin Fields",0,0,1.95,"LB",23805,5117727
"103","Darnell Savage",0.847554966807365,-0.899644966807365,2023,3,0,1,"GB","CHI","Justin Fields",-0.5,0,1.95,"S",23805,5117727
"104","Preston Smith",0.816456496715546,0.183543503284454,2023,3,0,1,"GB","CHI","Justin Fields",0,0,1.95,"ED",23805,5117727
"105","Keisean Nixon",0.995510944165289,-0.940020944165289,2023,1,0,1,"GB","CHI","Justin Fields",-0.25,0,0.339,"CB",23805,5117753
"106","Jaire Alexander",0.994845809880644,0.0606441901193559,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.339,"CB",23805,5117753
"107","Rudy Ford",0.995510944165289,-1.04760094416529,2023,1,0,1,"GB","CHI","Justin Fields",-0.25,1,0.339,"S",23805,5117753
"108","Darnell Savage",0.989704082719982,-0.0417940827199817,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.339,"S",23805,5117753
"109","Rasul Douglas",0.989704082719982,0.0657859172800183,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.339,"CB",23805,5117753
"110","De'Vondre Campbell",0.994845809880644,-0.0149358098806441,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.339,"LB",23805,5117753
"111","Quay Walker",0.990978859364986,-0.0110688593649864,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.339,"LB",23805,5117753
"112","Keisean Nixon",0.991056472063065,0.0644335279369354,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.55,"CB",23805,5117763
"113","Darnell Savage",0.990454450249672,-0.0425444502496719,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.55,"S",23805,5117763
"114","Rasul Douglas",0.991072830744088,0.0644171692559123,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.55,"CB",23805,5117763
"115","Rudy Ford",0.990454450249672,-0.0425444502496719,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.55,"S",23805,5117763
"116","Jaire Alexander",0.995908852200955,-0.940418852200955,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,0,0.55,"CB",23805,5117763
"117","Quay Walker",0.993290381040424,-1.01338038104042,2023,1,0,1,"GB","CHI","Justin Fields",-0.5,1,0.55,"LB",23805,5117763
"118","Rudy Ford",0.818505376577377,0.129404623422623,2023,1,0,1,"GB","CHI","Justin Fields",0.5,0,0.11,"S",23805,5117776
"119","Quay Walker",0.79552911221981,0.18438088778019,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.11,"LB",23805,5117776
"120","Darnell Savage",0.991146721877158,-0.0432367218771577,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.11,"S",23805,5117776
"121","Jaire Alexander",0.988226830027997,0.0672631699720025,2023,1,0,1,"GB","CHI","Justin Fields",0,1,0.11,"CB",23805,5117776
"122","De'Vondre Campbell",0.849086925387383,0.130823074612617,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.11,"LB",23805,5117776
"123","Rasul Douglas",0.820125132799149,0.235364867200851,2023,1,0,1,"GB","CHI","Justin Fields",0,0,0.11,"CB",23805,5117776
"124","Darnell Savage",0.994718858972192,-1.04680885897219,2023,2,0,1,"GB","CHI","Justin Fields",-0.5,0,-1.323,"S",23805,5117789
"125","Jaire Alexander",0.994435249362141,0.0610547506378591,2023,2,0,1,"GB","CHI","Justin Fields",0.5,0,-1.323,"CB",23805,5117789
"126","Keisean Nixon",0.737320333719254,0.318169666280746,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.323,"CB",23805,5117789
"127","Quay Walker",0.74901357293129,0.23089642706871,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.323,"LB",23805,5117789
"128","Rudy Ford",0.839789688587189,0.108120311412811,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.323,"S",23805,5117789
"129","Rasul Douglas",0.907193697988987,0.148296302011013,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.323,"CB",23805,5117789
"130","Jaire Alexander",0.92006129026413,0.13542870973587,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-0.865,"CB",23805,5117800
"131","Quay Walker",0.997771351598203,-0.0178613515982032,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-0.865,"LB",23805,5117800
"132","Rasul Douglas",0.990978859364986,0.0645111406350136,2023,3,0,1,"GB","CHI","Justin Fields",0.5,1,-0.865,"CB",23805,5117800
"133","Keisean Nixon",0.992979743052274,0.062510256947726,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-0.865,"CB",23805,5117800
"134","De'Vondre Campbell",0.989704082719982,-0.00979408271998167,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-0.865,"LB",23805,5117800
"135","Rudy Ford",0.992500653024763,-0.0445906530247629,2023,3,0,1,"GB","CHI","Justin Fields",0,0,-0.865,"S",23805,5117800
"136","Darnell Savage",0.995964937843382,-0.0480549378433824,2023,3,0,1,"GB","CHI","Justin Fields",0.5,0,-0.865,"S",23805,5117800
"137","Tremaine Edmunds",0.989704082719982,-0.00979408271998167,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"LB",23805,5117839
"138","Kyler Gordon",0.992500653024763,0.0629893469752371,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"CB",23805,5117839
"139","Jaylon Johnson",0.989704082719982,0.0657859172800183,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"CB",23805,5117839
"140","T.J. Edwards",0.859691515564919,0.120218484435081,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"LB",23805,5117839
"141","Eddie Jackson",0.996321452548727,-0.0484114525487274,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"S",23805,5117839
"142","Tyrique Stevenson",0.907501019537449,0.147988980462551,2023,1,0,1,"CHI","GB","Jordan Love",0,1,-0.628,"CB",23805,5117839
"143","Jaquan Brisker",0.989704082719982,-0.0417940827199817,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.628,"S",23805,5117839
"144","Jaquan Brisker",0.846481069922447,-0.898571069922447,2023,3,0,1,"CHI","GB","Jordan Love",-0.5,0,-1.943,"S",23805,5117859
"145","Kyler Gordon",0.996004484128207,-0.940514484128207,2023,3,0,1,"CHI","GB","Jordan Love",-0.5,1,-1.943,"CB",23805,5117859
"146","Jaylon Johnson",0.990378142334521,0.0651118576654792,2023,3,0,1,"CHI","GB","Jordan Love",0.25,0,-1.943,"CB",23805,5117859
"147","Tyrique Stevenson",0.991658460348845,-0.936168460348844,2023,3,0,1,"CHI","GB","Jordan Love",-0.5,0,-1.943,"CB",23805,5117859
"148","Tremaine Edmunds",0.810891911387444,0.169018088612556,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-1.943,"LB",23805,5117859
"149","Eddie Jackson",0.988348027691245,-0.0404380276912451,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-1.943,"S",23805,5117859
"150","T.J. Edwards",0.993109340779483,-0.0131993407794833,2023,3,0,1,"CHI","GB","Jordan Love",0,0,-1.943,"LB",23805,5117859
"151","Darnell Savage",0.988348027691245,-0.0404380276912451,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"S",23805,5117886
"152","De'Vondre Campbell",0.834346681833267,0.145563318166733,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"LB",23805,5117886
"153","Rudy Ford",0.989704082719982,-0.0417940827199817,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"S",23805,5117886
"154","Quay Walker",0.854178115725517,0.125731884274483,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"LB",23805,5117886
"155","Jaire Alexander",0.754250437021255,0.301239562978744,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"CB",23805,5117886
"156","Keisean Nixon",0.989704082719982,0.0657859172800183,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"CB",23805,5117886
"157","Rasul Douglas",0.74479752779007,0.31069247220993,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-1.188,"CB",23805,5117886
"158","De'Vondre Campbell",0.780762434005737,0.199147565994263,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.991,"LB",23805,5117908
"159","Quay Walker",0.98845474421978,-0.00854474421977997,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.991,"LB",23805,5117908
"160","Justin Hollins",0.826194480061531,0.173805519938469,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.991,"ED",23805,5117908
"161","Jaire Alexander",0.666678190231323,0.388811809768677,2023,2,0,1,"GB","CHI","Justin Fields",0.5,0,-0.991,"CB",23805,5117908
"162","Rasul Douglas",0.711430907249451,0.344059092750549,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.991,"CB",23805,5117908
"163","Rudy Ford",0.874143093824387,0.0737669061756134,2023,2,0,1,"GB","CHI","Justin Fields",0,0,-0.991,"S",23805,5117908
"164","Carrington Valentine",0.919186636805534,0.136303363194466,2023,3,0,1,"GB","CHI","Justin Fields",0.5,0,0.456,"CB",23805,5117917
"165","Quay Walker",0.787659510970116,0.192250489029884,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"LB",23805,5117917
"166","Rudy Ford",0.989704082719982,-0.0417940827199817,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"S",23805,5117917
"167","Keisean Nixon",0.995510944165289,0.0599790558347106,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"CB",23805,5117917
"168","Rasul Douglas",0.992500653024763,0.0629893469752371,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"CB",23805,5117917
"169","Darnell Savage",0.820606678724289,0.127303321275711,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"S",23805,5117917
"170","Jaire Alexander",0.937503784894943,0.117986215105057,2023,3,0,1,"GB","CHI","Justin Fields",0,0,0.456,"CB",23805,5117917
"171","Jaquan Brisker",0.820528045296669,0.127381954703331,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.755,"S",23805,5117952
"172","Tyrique Stevenson",0.992979743052274,0.062510256947726,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.755,"CB",23805,5117952
"173","Eddie Jackson",0.937503784894943,-0.989593784894943,2023,1,0,1,"CHI","GB","Jordan Love",-0.5,0,-0.755,"S",23805,5117952
"174","Tremaine Edmunds",0.820528045296669,0.159381954703331,2023,1,0,1,"CHI","GB","Jordan Love",0.5,0,-0.755,"LB",23805,5117952
"175","Jack Sanborn",0.998001104453579,-0.0180911044535786,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.755,"LB",23805,5117952
"176","T.J. Edwards",0.862524017691612,0.117385982308388,2023,1,0,1,"CHI","GB","Jordan Love",0,0,-0.755,"LB",23805,5117952
"177","Jaylon Johnson",0.847670093178749,0.207819906821251,2023,1,0,1,"CHI","GB","Jordan Love",0,1,-0.755,"CB",23805,5117952
"178","Jaylon Johnson",0.770357027649879,-0.714867027649879,2023,2,0,1,"CHI","GB","Jordan Love",-0.5,0,-0.358,"CB",23805,5117959
"179","Eddie Jackson",0.68578365445137,0.26212634554863,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.358,"S",23805,5117959
"180","Tremaine Edmunds",0.833656772971153,0.146253227028847,2023,2,0,1,"CHI","GB","Jordan Love",0,1,-0.358,"LB",23805,5117959
"181","Jack Sanborn",0.996161754010245,-0.0162517540102452,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.358,"LB",23805,5117959
"182","Tyrique Stevenson",0.740301519632339,0.315188480367661,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.358,"CB",23805,5117959
"183","Jaquan Brisker",0.807440161705017,0.140469838294983,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.358,"S",23805,5117959
"184","T.J. Edwards",0.546042412519455,0.433867587480545,2023,2,0,1,"CHI","GB","Jordan Love",0,0,-0.358,"LB",23805,5117959
"185","Tyrique Stevenson",0.728919327259064,0.326570672740936,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.652,"CB",23805,5117968
"186","Jaquan Brisker",0.995141318999231,-0.0472313189992309,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.652,"S",23805,5117968
"187","Kyler Gordon",0.753597840666771,-0.698107840666771,2023,3,0,1,"CHI","GB","Jordan Love",-1,1,2.652,"CB",23805,5117968
"188","Eddie Jackson",0.678545027971268,0.269364972028732,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.652,"S",23805,5117968
"189","Tremaine Edmunds",0.744993507862091,0.234916492137909,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.652,"LB",23805,5117968
"190","Jaylon Johnson",0.886084116995335,0.169405883004665,2023,3,0,1,"CHI","GB","Jordan Love",0.25,0,2.652,"CB",23805,5117968
"191","T.J. Edwards",0.674658328294754,0.305251671705246,2023,3,0,1,"CHI","GB","Jordan Love",0,0,2.652,"LB",23805,5117968
