"","player_name","good_cov_preds","grade_OE","season","down","distance","defense","offense","qb","coverage_grade","primary_coverage","EPA","season_position"
"6538","Myles Jack",0.724704056978226,0.255205943021774,2022,2,4,"PIT","CIN","Joe Burrow",0,0,-0.746,"LB"
"6539","Cameron Sutton",0.996896698372439,0.0585933016275614,2022,2,4,"PIT","CIN","Joe Burrow",0,0,-0.746,"CB"
"6540","Ahkello Witherspoon",0.99545415583998,-0.93996415583998,2022,2,4,"PIT","CIN","Joe Burrow",-0.5,0,-0.746,"CB"
"6541","Tre Norwood",0.995419059414417,-0.0475090594144165,2022,2,4,"PIT","CIN","Joe Burrow",0,0,-0.746,"S"
"6542","Minkah Fitzpatrick",0.995348229538649,-0.0474382295386493,2022,2,4,"PIT","CIN","Joe Burrow",0,0,-0.746,"S"
"6543","Tre Norwood",0.995419059414417,-0.0475090594144165,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"S"
"6544","Cameron Sutton",0.997594870161265,0.0578951298387349,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"CB"
"6545","Minkah Fitzpatrick",0.997594870161265,-0.0496848701612651,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"S"
"6546","Terrell Edmunds",0.888882197439671,0.0590278025603294,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"S"
"6547","Malik Reed",0.699475258588791,0.300524741411209,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"ED"
"6548","Myles Jack",0.604180544614792,0.375729455385208,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"LB"
"6549","Ahkello Witherspoon",0.997508314205334,0.0579816857946664,2022,3,4,"PIT","CIN","Joe Burrow",0,0,-2.955,"CB"
"6550","Tre Flowers",0.997508314205334,0.0579816857946664,2022,1,10,"CIN","PIT","Mitchell Trubisky",0.5,1,-0.739,"CB"
"6551","Chidobe Awuzie",0.742306619882584,0.313183380117416,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.739,"CB"
"6552","Jessie Bates III",0.659523993730545,0.288386006269455,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.739,"S"
"6553","Eli Apple",0.994478635024279,0.0610113649757206,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.739,"CB"
"6554","Logan Wilson",0.994478635024279,-1.01456863502428,2022,1,10,"CIN","PIT","Mitchell Trubisky",-0.25,0,-0.739,"LB"
"6555","Vonn Bell",0.997589365346357,-0.0496793653463572,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.739,"S"
"6556","Mike Hilton",0.996628746157512,0.0588612538424879,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.739,"CB"
"6557","Vonn Bell",0.996339995414019,-0.0484299954140186,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"S"
"6558","Chidobe Awuzie",0.99480550410226,0.0606844958977401,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,1,0.664,"CB"
"6559","Jessie Bates III",0.994039982557297,-0.0461299825572968,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"S"
"6560","Eli Apple",0.996295380871743,0.059194619128257,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"CB"
"6561","Tre Flowers",0.911268755793571,0.144221244206429,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"CB"
"6562","Mike Hilton",0.929016552865505,0.126473447134495,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"CB"
"6563","Logan Wilson",0.735349297523499,0.244560702476501,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,0.664,"LB"
"6564","Mike Hilton",0.998848184710369,0.0566418152896315,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,1,2.705,"CB"
"6565","Jessie Bates III",0.745319128036499,0.202590871963501,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"S"
"6566","Eli Apple",0.873406603932381,0.182083396067619,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"CB"
"6567","Tre Flowers",0.865510851144791,0.189979148855209,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"CB"
"6568","Chidobe Awuzie",0.850421369075775,0.205068630924225,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"CB"
"6569","Logan Wilson",0.996099630836397,-0.0161896308363974,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"LB"
"6570","Vonn Bell",0.828847035765648,0.119062964234352,2022,3,1,"CIN","PIT","Mitchell Trubisky",0,0,2.705,"S"
"6571","Mike Hilton",0.958352711051702,0.0971372889482975,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.539,"CB"
"6572","Chidobe Awuzie",0.940360944718122,0.115129055281878,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,1,-0.539,"CB"
"6573","Eli Apple",0.831156313419342,0.224333686580658,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.539,"CB"
"6574","Logan Wilson",0.948733869940042,0.0311761300599575,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.539,"LB"
"6575","Vonn Bell",0.997278465889394,-0.0493684658893943,2022,1,10,"CIN","PIT","Mitchell Trubisky",0,0,-0.539,"S"
"6576","Vonn Bell",0.783848360180855,0.164061639819145,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,1,1.006,"S"
"6577","Chidobe Awuzie",0.994761923328042,0.060728076671958,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,1.006,"CB"
"6578","Eli Apple",0.91754999011755,0.13794000988245,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,1.006,"CB"
"6579","Mike Hilton",0.934285625815392,0.121204374184608,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,1.006,"CB"
"6580","Germaine Pratt",0.800808355212212,0.179101644787788,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"LB"
"6581","Vonn Bell",0.75292794406414,0.19498205593586,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"S"
"6582","Jessie Bates III",0.873509436845779,0.0744005631542206,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"S"
"6583","Chidobe Awuzie",0.997645520837978,0.0578444791620225,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"CB"
"6584","Eli Apple",0.996195462299511,0.0592945377004892,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"CB"
"6585","Mike Hilton",0.889504618942738,0.165985381057262,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"CB"
"6586","Logan Wilson",0.970250446349382,0.0096595536506176,2022,2,10,"CIN","PIT","Mitchell Trubisky",0,0,-2.302,"LB"
"6587","Isaiah Simmons",0.994574181269854,-0.0146641812698543,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"LB"
"6588","Marco Wilson",0.994606433436275,0.0608835665637255,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"CB"
"6589","Nick Vigil",0.926728628575802,-0.946818628575802,2022,2,1,"ARZ","KC","Patrick Mahomes",-0.25,0,-0.128,"LB"
"6590","Budda Baker",0.944374650716782,0.00353534928321839,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"S"
"6591","Jalen Thompson",0.771431863307953,0.176478136692047,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"S"
"6592","Zaven Collins",0.994422090705484,-0.0145120907054842,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"LB"
"6593","Byron Murphy Jr.",0.855354502797127,0.200135497202873,2022,2,1,"ARZ","KC","Patrick Mahomes",0,0,-0.128,"CB"
"6594","Zaven Collins",0.995851493440568,-1.01594149344057,2022,1,10,"ARZ","KC","Patrick Mahomes",-1,1,-0.498,"LB"
"6595","Byron Murphy Jr.",0.799504697322845,0.255985302677155,2022,1,10,"ARZ","KC","Patrick Mahomes",0.5,0,-0.498,"CB"
"6596","Budda Baker",0.85561291873455,-0.90770291873455,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.5,0,-0.498,"S"
"6597","Jalen Thompson",0.765346273779869,0.182563726220131,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.498,"S"
"6598","Nick Vigil",0.786232277750969,0.193677722249031,2022,1,10,"ARZ","KC","Patrick Mahomes",0.5,0,-0.498,"LB"
"6599","Leki Fotu",0.778492704033852,0.221507295966148,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.498,"DI"
"6600","Jonathan Ledbetter",0.997588932979852,0.00241106702014804,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"DI"
"6601","Ezekiel Turner",0.994498443324119,-0.0145884433241189,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"LB"
"6602","Budda Baker",0.855405882000923,0.0925041179990768,2022,2,10,"ARZ","KC","Patrick Mahomes",0,1,0.903,"S"
"6603","Zaven Collins",0.921430699527264,0.0584793004727364,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"LB"
"6604","Leki Fotu",0.689278274774551,0.310721725225449,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"DI"
"6605","Byron Murphy Jr.",0.773366719484329,0.282123280515671,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"CB"
"6606","Jalen Thompson",0.720690041780472,0.227219958219528,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.903,"S"
"6607","Isaiah Simmons",0.752808019518852,0.227101980481148,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"LB"
"6608","Byron Murphy Jr.",0.997153091710061,0.0583369082899392,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"CB"
"6609","Marco Wilson",0.910833962261677,0.144656037738323,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"CB"
"6610","Zaven Collins",0.747700423002243,0.232209576997757,2022,1,10,"ARZ","KC","Patrick Mahomes",0,1,-0.0859999999999999,"LB"
"6611","Jalen Thompson",0.785469487309456,0.162440512690544,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"S"
"6612","Nick Vigil",0.744838804006577,0.235071195993423,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"LB"
"6613","Budda Baker",0.667287021875381,0.280622978124619,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,-0.0859999999999999,"S"
"6614","Byron Murphy Jr.",0.747736126184464,-0.692246126184463,2022,3,7,"ARZ","KC","Patrick Mahomes",-0.5,0,1.321,"CB"
"6615","Budda Baker",0.773765787482262,0.174144212517738,2022,3,7,"ARZ","KC","Patrick Mahomes",0,0,1.321,"S"
"6616","Marco Wilson",0.913148485124111,0.142341514875889,2022,3,7,"ARZ","KC","Patrick Mahomes",0,0,1.321,"CB"
"6617","Isaiah Simmons",0.758592873811722,-0.778682873811722,2022,3,7,"ARZ","KC","Patrick Mahomes",-0.5,1,1.321,"LB"
"6618","Zaven Collins",0.996875277720392,-0.0169652777203918,2022,3,7,"ARZ","KC","Patrick Mahomes",0,0,1.321,"LB"
"6619","Jalen Thompson",0.762349933385849,0.185560066614151,2022,3,7,"ARZ","KC","Patrick Mahomes",0,0,1.321,"S"
"6620","Jace Whittaker",0.807020708918571,0.248469291081429,2022,3,7,"ARZ","KC","Patrick Mahomes",0,0,1.321,"CB"
"6621","Byron Murphy Jr.",0.997709991643205,0.0577800083567947,2022,1,9,"ARZ","KC","Patrick Mahomes",0.5,0,-0.362,"CB"
"6622","Marco Wilson",0.99572221795097,0.0597677820490301,2022,1,9,"ARZ","KC","Patrick Mahomes",0,0,-0.362,"CB"
"6623","Isaiah Simmons",0.823066860437393,0.156843139562607,2022,1,9,"ARZ","KC","Patrick Mahomes",0,0,-0.362,"LB"
"6624","Nick Vigil",0.99572221795097,-0.0158122179509699,2022,1,9,"ARZ","KC","Patrick Mahomes",0,0,-0.362,"LB"
"6625","Budda Baker",0.83281584084034,0.11509415915966,2022,1,9,"ARZ","KC","Patrick Mahomes",0,1,-0.362,"S"
"6626","Jalen Thompson",0.812001168727875,-0.864091168727875,2022,1,9,"ARZ","KC","Patrick Mahomes",-1,0,-0.362,"S"
"6627","Marco Wilson",0.788786754012108,0.266703245987892,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.771,"CB"
"6628","Isaiah Simmons",0.838294580578804,-0.858384580578804,2022,2,9,"ARZ","KC","Patrick Mahomes",-0.5,1,2.771,"LB"
"6629","Budda Baker",0.997213157825172,-0.0493031578251719,2022,2,9,"ARZ","KC","Patrick Mahomes",0.25,0,2.771,"S"
"6630","Jalen Thompson",0.812949746847153,0.134960253152847,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.771,"S"
"6631","Nick Vigil",0.837229698896408,0.142680301103592,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.771,"LB"
"6632","Byron Murphy Jr.",0.995705261360854,0.0597847386391461,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.771,"CB"
"6633","L'Jarius Sneed",0.996833575656638,0.0586564243433624,2022,2,11,"KC","ARZ","Kyler Murray",0,0,0.855,"CB"
"6634","Rashad Fenton",0.847302451729774,-0.791812451729774,2022,2,11,"KC","ARZ","Kyler Murray",-0.5,0,0.855,"CB"
"6635","Juan Thornhill",0.994971688371152,-1.04706168837115,2022,2,11,"KC","ARZ","Kyler Murray",-0.5,0,0.855,"S"
"6636","Trent McDuffie",0.877327956259251,0.178162043740749,2022,2,11,"KC","ARZ","Kyler Murray",0,0,0.855,"CB"
"6637","Willie Gay Jr.",0.93165285885334,0.0482571411466599,2022,2,11,"KC","ARZ","Kyler Murray",0.25,0,0.855,"LB"
"6638","Nick Bolton",0.81873682141304,0.16117317858696,2022,2,11,"KC","ARZ","Kyler Murray",0,0,0.855,"LB"
"6639","Justin Reid",0.786755412817001,0.161154587182999,2022,2,11,"KC","ARZ","Kyler Murray",0,0,0.855,"S"
"6640","Rashad Fenton",0.855877339839935,0.199612660160065,2022,3,1,"KC","ARZ","Kyler Murray",0,0,-2.435,"CB"
"6641","Juan Thornhill",0.791264191269875,0.156645808730125,2022,3,1,"KC","ARZ","Kyler Murray",0,0,-2.435,"S"
"6642","George Karlaftis",0.997471008915454,-0.997471008915454,2022,3,1,"KC","ARZ","Kyler Murray",-1,0,-2.435,"ED"
"6643","Justin Reid",0.927889071404934,-0.979979071404934,2022,3,1,"KC","ARZ","Kyler Murray",-0.5,0,-2.435,"S"
"6644","Nick Bolton",0.93327359110117,-0.95336359110117,2022,3,1,"KC","ARZ","Kyler Murray",-1,0,-2.435,"LB"
"6645","Trent McDuffie",0.834491401910782,0.220998598089218,2022,3,1,"KC","ARZ","Kyler Murray",0,0,-2.435,"CB"
"6646","Willie Gay Jr.",0.994953254703432,-0.0150432547034323,2022,3,1,"KC","ARZ","Kyler Murray",0,0,-2.435,"LB"
"6647","Jalen Thompson",0.994953254703432,-0.0470432547034323,2022,2,7,"ARZ","KC","Patrick Mahomes",0,0,1.944,"S"
"6648","Marco Wilson",0.936826191842556,0.118663808157444,2022,2,7,"ARZ","KC","Patrick Mahomes",0,0,1.944,"CB"
"6649","Zaven Collins",0.997426598332822,-0.0175165983328223,2022,2,7,"ARZ","KC","Patrick Mahomes",0,0,1.944,"LB"
"6650","Byron Murphy Jr.",0.994949607178569,0.0605403928214312,2022,2,7,"ARZ","KC","Patrick Mahomes",0,0,1.944,"CB"
"6651","Isaiah Simmons",0.994949607178569,-0.0150396071785688,2022,2,7,"ARZ","KC","Patrick Mahomes",0.5,1,1.944,"LB"
"6652","Ezekiel Turner",0.786432787775993,0.193477212224007,2022,2,7,"ARZ","KC","Patrick Mahomes",0,0,1.944,"LB"
"6653","Nick Vigil",0.825470760464668,0.154439239535332,2022,1,10,"ARZ","KC","Patrick Mahomes",0,1,1.679,"LB"
"6654","Marco Wilson",0.814381837844849,-0.758891837844849,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.5,0,1.679,"CB"
"6655","Jalen Thompson",0.994833923410624,-0.0469239234106243,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.679,"S"
"6656","Byron Murphy Jr.",0.996133941458538,0.0593560585414618,2022,1,10,"ARZ","KC","Patrick Mahomes",0.5,0,1.679,"CB"
"6657","Zaven Collins",0.99748572288081,-0.0175757228808105,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.679,"LB"
"6658","Budda Baker",0.9946523248218,-1.0467423248218,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.5,0,1.679,"S"
"6659","Isaiah Simmons",0.81351800262928,0.16639199737072,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.679,"LB"
"6660","Isaiah Simmons",0.994856293313205,-0.0149462933132052,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"LB"
"6661","Markus Golden",0.994833923410624,-0.994833923410624,2022,2,13,"ARZ","KC","Patrick Mahomes",-0.5,1,1.536,"ED"
"6662","Tanner Vallejo",0.971104368567467,0.00880563143253326,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"LB"
"6663","Byron Murphy Jr.",0.816533461213112,0.238956538786888,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"CB"
"6664","Jalen Thompson",0.960964847356081,-0.013054847356081,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"S"
"6665","Budda Baker",0.821244269609451,0.126665730390549,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"S"
"6666","Marco Wilson",0.994840753730386,0.0606492462696135,2022,2,13,"ARZ","KC","Patrick Mahomes",0,0,1.536,"CB"
"6667","Byron Murphy Jr.",0.92222099006176,0.13326900993824,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,0.556,"CB"
"6668","Budda Baker",0.995026537682861,-0.0471165376828611,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,0.556,"S"
"6669","Markus Golden",0.994874272961169,-0.994874272961169,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.25,0,0.556,"ED"
"6670","Jalen Thompson",0.854293867945671,0.0936161320543289,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,0.556,"S"
"6671","Marco Wilson",0.951352458447218,0.104137541552782,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,0.556,"CB"
"6672","Nick Vigil",0.930561438202858,-0.950651438202858,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.25,1,0.556,"LB"
"6673","Zaven Collins",0.758777111768723,0.221132888231277,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.485,"LB"
"6674","Marco Wilson",0.996713646454737,-0.941223646454737,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.25,1,1.485,"CB"
"6675","Budda Baker",0.874046713113785,0.0738632868862152,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.485,"S"
"6676","Jalen Thompson",0.740810424089432,0.207099575910568,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.485,"S"
"6677","Byron Murphy Jr.",0.996240373700857,0.0592496262991428,2022,1,10,"ARZ","KC","Patrick Mahomes",0,0,1.485,"CB"
"6678","Isaiah Simmons",0.784309342503548,-0.804399342503548,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.5,0,1.485,"LB"
"6679","Nick Vigil",0.893145397305489,-0.913235397305489,2022,1,10,"ARZ","KC","Patrick Mahomes",-0.5,0,1.485,"LB"
"6680","Nick Vigil",0.99421465722844,-0.01430465722844,2022,1,3,"ARZ","KC","Patrick Mahomes",0,1,1.142,"LB"
"6681","Jalen Thompson",0.792415946722031,0.155494053277969,2022,1,3,"ARZ","KC","Patrick Mahomes",0,0,1.142,"S"
"6682","Marco Wilson",0.99604468094185,0.0594453190581501,2022,1,3,"ARZ","KC","Patrick Mahomes",0,0,1.142,"CB"
"6683","Byron Murphy Jr.",0.996540940133855,0.0589490598661453,2022,1,3,"ARZ","KC","Patrick Mahomes",0,0,1.142,"CB"
"6684","Isaiah Simmons",0.939094237983227,0.0408157620167732,2022,1,3,"ARZ","KC","Patrick Mahomes",0,0,1.142,"LB"
"6685","Budda Baker",0.801629841327667,0.146280158672333,2022,1,3,"ARZ","KC","Patrick Mahomes",0,0,1.142,"S"
"6686","Willie Gay Jr.",0.801818206906319,0.178091793093681,2022,2,8,"KC","ARZ","Kyler Murray",0,0,1.574,"LB"
"6687","Nick Bolton",0.833386614918709,0.146523385081291,2022,2,8,"KC","ARZ","Kyler Murray",0,0,1.574,"LB"
"6688","Justin Reid",0.995512390509248,-0.0476023905092478,2022,2,8,"KC","ARZ","Kyler Murray",0,0,1.574,"S"
"6689","Juan Thornhill",0.93641123175621,0.0114987682437897,2022,2,8,"KC","ARZ","Kyler Murray",0,0,1.574,"S"
"6690","L'Jarius Sneed",0.996808656258509,0.0586813437414914,2022,2,8,"KC","ARZ","Kyler Murray",0,1,1.574,"CB"
"6691","Trent McDuffie",0.843149334192276,0.212340665807724,2022,2,8,"KC","ARZ","Kyler Murray",0,0,1.574,"CB"
"6692","L'Jarius Sneed",0.946183409541845,0.109306590458155,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"CB"
"6693","Justin Reid",0.779443293809891,0.168466706190109,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"S"
"6694","Rashad Fenton",0.995129796676338,0.0603602033236623,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"CB"
"6695","Trent McDuffie",0.808820471167564,0.246669528832436,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"CB"
"6696","Willie Gay Jr.",0.99662839830853,-0.0167183983085305,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"LB"
"6697","Nick Bolton",0.995651376899332,-0.0157413768993318,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"LB"
"6698","Juan Thornhill",0.995005197823048,-0.0470951978230476,2022,1,10,"KC","ARZ","Kyler Murray",0,0,-0.702,"S"
"6699","Juan Thornhill",0.994977544527501,-0.0470675445275009,2022,2,10,"KC","ARZ","Kyler Murray",0,0,0.868,"S"
"6700","L'Jarius Sneed",0.995005197823048,0.0604848021769524,2022,2,10,"KC","ARZ","Kyler Murray",0,0,0.868,"CB"
"6701","Trent McDuffie",0.995651376899332,0.0598386231006682,2022,2,10,"KC","ARZ","Kyler Murray",0,0,0.868,"CB"
"6702","Rashad Fenton",0.99642379116267,0.0590662088373303,2022,2,10,"KC","ARZ","Kyler Murray",0,1,0.868,"CB"
"6703","Justin Reid",0.996804703958333,-0.0488947039583325,2022,2,10,"KC","ARZ","Kyler Murray",0,0,0.868,"S"
"6704","Michael Danna",0.8225287348032,-0.8225287348032,2022,2,10,"KC","ARZ","Kyler Murray",-0.5,0,0.868,"ED"
"6705","Willie Gay Jr.",0.872296512126923,-0.892386512126923,2022,2,18,"KC","ARZ","Kyler Murray",-1,1,2.417,"LB"
"6706","Justin Reid",0.994854316581041,-0.0469443165810406,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"S"
"6707","Rashad Fenton",0.752891212701797,0.302598787298202,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"CB"
"6708","Juan Thornhill",0.768395408987999,0.179514591012001,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"S"
"6709","Nick Bolton",0.932711854577065,0.0471981454229355,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"LB"
"6710","Trent McDuffie",0.875966794788837,0.179523205211163,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"CB"
"6711","L'Jarius Sneed",0.947856564074755,0.107633435925245,2022,2,18,"KC","ARZ","Kyler Murray",0,0,2.417,"CB"
"6712","Nick Bolton",0.947511799633503,0.032398200366497,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"LB"
"6713","Trent McDuffie",0.994910547975451,0.0605794520245492,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"CB"
"6714","L'Jarius Sneed",0.828439697623253,0.227050302376747,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"CB"
"6715","Justin Reid",0.997782243182883,-0.0498722431828827,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"S"
"6716","Rashad Fenton",0.906860008835793,0.148629991164207,2022,1,10,"KC","ARZ","Kyler Murray",0,1,0.0260000000000002,"CB"
"6717","Willie Gay Jr.",0.801469743251801,0.178440256748199,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"LB"
"6718","Juan Thornhill",0.936842747032642,0.0110672529673576,2022,1,10,"KC","ARZ","Kyler Murray",0,0,0.0260000000000002,"S"
"6719","Byron Murphy Jr.",0.799578234553337,0.255911765446663,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"CB"
"6720","Zaven Collins",0.947644542902708,0.0322654570972919,2022,2,9,"ARZ","KC","Patrick Mahomes",0,1,2.034,"LB"
"6721","Isaiah Simmons",0.997788149630651,-0.0178781496306509,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"LB"
"6722","Marco Wilson",0.909063026309013,0.146426973690987,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"CB"
"6723","Devon Kennard",0.868776366114616,0.131223633885384,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"ED"
"6724","Budda Baker",0.816290527582169,0.131619472417831,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"S"
"6725","Jalen Thompson",0.910602904856205,0.037307095143795,2022,2,9,"ARZ","KC","Patrick Mahomes",0,0,2.034,"S"
"6726","Zaven Collins",0.997894392115995,-0.0179843921159953,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"LB"
"6727","Budda Baker",0.935199119150639,0.0127108808493614,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"S"
"6728","Byron Murphy Jr.",0.877076417207718,0.178413582792282,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"CB"
"6729","Marco Wilson",0.950332257896662,0.105157742103338,2022,2,10,"ARZ","KC","Patrick Mahomes",0,1,0.542,"CB"
"6730","Isaiah Simmons",0.995614781044424,-0.0157047810444236,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"LB"
"6731","Jalen Thompson",0.816382527351379,0.131527472648621,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"S"
"6732","Ezekiel Turner",0.99922863143729,-0.0193186314372905,2022,2,10,"ARZ","KC","Patrick Mahomes",0,0,0.542,"LB"
"6733","Byron Murphy Jr.",0.99922863143729,-0.94373863143729,2022,3,2,"ARZ","KC","Patrick Mahomes",-0.25,1,1.613,"CB"
"6734","Zaven Collins",0.999178439553361,-0.0192684395533614,2022,3,2,"ARZ","KC","Patrick Mahomes",0,0,1.613,"LB"
"6735","Isaiah Simmons",0.999331937811803,-0.0194219378118031,2022,3,2,"ARZ","KC","Patrick Mahomes",0,0,1.613,"LB"
"6736","Marco Wilson",0.999331937811803,0.0561580621881969,2022,3,2,"ARZ","KC","Patrick Mahomes",0,0,1.613,"CB"
"6737","Jalen Thompson",0.999178439553361,-0.0512684395533614,2022,3,2,"ARZ","KC","Patrick Mahomes",0.25,0,1.613,"S"
"6738","Budda Baker",0.999178439553361,-0.0512684395533614,2022,3,2,"ARZ","KC","Patrick Mahomes",0,0,1.613,"S"
