"","player_name","good_cov_preds","grade_OE","season","down","distance","defense","offense","qb","coverage_grade","primary_coverage","EPA","season_position"
"1","Jalen Ramsey",0.996551114367321,0.0589388856326789,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"CB"
"2","Jordan Fuller",0.927381180226803,0.0205288197731972,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"S"
"3","Bobby Wagner",0.718794137239456,0.261115862760544,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"LB"
"4","Ernest Jones",0.998681431869045,-0.0187714318690449,2022,1,10,"LA","BUF","Josh Allen",0,1,0.216,"LB"
"5","Taylor Rapp",0.763159766793251,0.184750233206749,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"S"
"6","Nick Scott",0.792362913489342,0.155547086510658,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"S"
"7","Troy Hill",0.633673518896103,0.421816481103897,2022,1,10,"LA","BUF","Josh Allen",0,0,0.216,"CB"
"8","Taylor Rapp",0.918591640889645,0.0293183591103554,2022,2,4,"LA","BUF","Josh Allen",0,0,0.862,"S"
"9","Troy Hill",0.782695889472961,-0.727205889472961,2022,2,4,"LA","BUF","Josh Allen",-0.25,0,0.862,"CB"
"10","Jalen Ramsey",0.888478122651577,0.167011877348423,2022,2,4,"LA","BUF","Josh Allen",0,0,0.862,"CB"
"11","Jordan Fuller",0.996525296242908,-0.0486152962429076,2022,2,4,"LA","BUF","Josh Allen",0,0,0.862,"S"
"12","Bobby Wagner",0.849980592727661,0.129929407272339,2022,2,4,"LA","BUF","Josh Allen",0,0,0.862,"LB"
"13","Nick Scott",0.997654974227771,-0.0497449742277712,2022,2,4,"LA","BUF","Josh Allen",0,0,0.862,"S"
"14","Ernest Jones",0.994710029102862,-0.0148000291028619,2022,2,4,"LA","BUF","Josh Allen",0.25,0,0.862,"LB"
"15","Jalen Ramsey",0.87521255761385,0.18027744238615,2022,2,3,"LA","BUF","Josh Allen",0,0,0.398,"CB"
"16","Taylor Rapp",0.650873959064484,0.297036040935516,2022,2,3,"LA","BUF","Josh Allen",0,0,0.398,"S"
"17","Bobby Wagner",0.681198269128799,0.298711730871201,2022,2,3,"LA","BUF","Josh Allen",0,1,0.398,"LB"
"18","Nick Scott",0.671926528215408,0.275983471784592,2022,2,3,"LA","BUF","Josh Allen",0,0,0.398,"S"
"19","Troy Hill",0.997500747209415,0.0579892527905852,2022,2,3,"LA","BUF","Josh Allen",0,0,0.398,"CB"
"20","David Long Jr.",0.997500747209415,0.0579892527905852,2022,2,3,"LA","BUF","Josh Allen",0,0,0.398,"CB"
"21","Jalen Ramsey",0.78197617828846,0.27351382171154,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"CB"
"22","Leonard Floyd",0.914268627762794,-0.914268627762794,2022,2,8,"LA","BUF","Josh Allen",-0.25,1,1.007,"ED"
"23","David Long Jr.",0.813597545027733,0.241892454972267,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"CB"
"24","Bobby Wagner",0.813640758395195,0.166269241604805,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"LB"
"25","Nick Scott",0.86540798842907,0.0825020115709305,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"S"
"26","Troy Hill",0.772754237055779,0.282735762944221,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"CB"
"27","Taylor Rapp",0.997688586823642,-0.0497785868236423,2022,2,8,"LA","BUF","Josh Allen",0,0,1.007,"S"
"28","Taylor Rapp",0.997782060643658,-0.049872060643658,2022,2,9,"LA","BUF","Josh Allen",0,0,0.856,"S"
"29","David Long Jr.",0.996562739135697,0.0589272608643025,2022,2,9,"LA","BUF","Josh Allen",0,0,0.856,"CB"
"30","Bobby Wagner",0.995007718447596,-0.0150977184475958,2022,2,9,"LA","BUF","Josh Allen",0,1,0.856,"LB"
"31","Jalen Ramsey",0.702853381633759,0.352636618366241,2022,2,9,"LA","BUF","Josh Allen",0,0,0.856,"CB"
"32","Troy Hill",0.994290130678564,0.0611998693214357,2022,2,9,"LA","BUF","Josh Allen",0.5,0,0.856,"CB"
"33","Nick Scott",0.820874497294426,0.127035502705574,2022,2,9,"LA","BUF","Josh Allen",0,0,0.856,"S"
"34","Ernest Jones",0.779950901865959,-0.800040901865959,2022,2,9,"LA","BUF","Josh Allen",-0.25,0,0.856,"LB"
"35","Taylor Rapp",0.827929973602295,0.119980026397705,2022,3,1,"LA","BUF","Josh Allen",0,0,2.732,"S"
"36","Troy Hill",0.953575693070889,0.101914306929111,2022,3,1,"LA","BUF","Josh Allen",0,0,2.732,"CB"
"37","Jalen Ramsey",0.85076430439949,-0.79527430439949,2022,3,1,"LA","BUF","Josh Allen",-1,1,2.732,"CB"
"38","Bobby Wagner",0.785996034741402,0.193913965258598,2022,3,1,"LA","BUF","Josh Allen",0,0,2.732,"LB"
"39","Ernest Jones",0.910132706165314,0.0697772938346863,2022,3,1,"LA","BUF","Josh Allen",0,0,2.732,"LB"
"40","Nick Scott",0.997543479548767,-0.0496334795487672,2022,3,1,"LA","BUF","Josh Allen",0,0,2.732,"S"
"41","Dane Jackson",0.864325314760208,-0.808835314760208,2022,3,8,"BUF","LA","Matthew Stafford",-0.5,0,3.594,"CB"
"42","Taron Johnson",0.753069832921028,0.302420167078972,2022,3,8,"BUF","LA","Matthew Stafford",0,0,3.594,"CB"
"43","Micah Hyde",0.994498443324119,-0.0465884433241189,2022,3,8,"BUF","LA","Matthew Stafford",0.25,0,3.594,"S"
"44","Tremaine Edmunds",0.997100896202028,-0.0171908962020278,2022,3,8,"BUF","LA","Matthew Stafford",0.25,0,3.594,"LB"
"45","Matt Milano",0.784737750887871,0.195172249112129,2022,3,8,"BUF","LA","Matthew Stafford",0,0,3.594,"LB"
"46","Jordan Poyer",0.994783747941256,-1.04687374794126,2022,3,8,"BUF","LA","Matthew Stafford",-0.5,1,3.594,"S"
"47","Christian Benford",0.994533487129956,-0.939043487129956,2022,3,8,"BUF","LA","Matthew Stafford",-0.5,0,3.594,"CB"
"48","Micah Hyde",0.986518919467926,-0.038608919467926,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"S"
"49","Tremaine Edmunds",0.987723261117935,-0.00781326111793518,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"LB"
"50","Taron Johnson",0.748455792665482,0.307034207334518,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"CB"
"51","Christian Benford",0.841640293598175,0.213849706401825,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"CB"
"52","Jordan Poyer",0.766433820128441,0.181476179871559,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"S"
"53","Matt Milano",0.822665452957153,0.157244547042847,2022,2,9,"BUF","LA","Matthew Stafford",0,1,1.258,"LB"
"54","Dane Jackson",0.757793053984642,0.297696946015358,2022,2,9,"BUF","LA","Matthew Stafford",0,0,1.258,"CB"
"55","Tremaine Edmunds",0.994444761890918,-1.01453476189092,2022,1,10,"BUF","LA","Matthew Stafford",-0.25,0,-0.0249999999999999,"LB"
"56","Dane Jackson",0.99508765572682,0.0604023442731798,2022,1,10,"BUF","LA","Matthew Stafford",0,0,-0.0249999999999999,"CB"
"57","Matt Milano",0.994729446712881,-0.0148194467128813,2022,1,10,"BUF","LA","Matthew Stafford",0,0,-0.0249999999999999,"LB"
"58","Jordan Poyer",0.994729446712881,-0.0468194467128813,2022,1,10,"BUF","LA","Matthew Stafford",0,0,-0.0249999999999999,"S"
"59","Christian Benford",0.997730855364352,0.0577591446356475,2022,1,10,"BUF","LA","Matthew Stafford",0,1,-0.0249999999999999,"CB"
"60","Taron Johnson",0.996412484208122,0.0590775157918781,2022,1,10,"BUF","LA","Matthew Stafford",0,0,-0.0249999999999999,"CB"
"61","Micah Hyde",0.994787181261927,-1.04687718126193,2022,1,10,"BUF","LA","Matthew Stafford",-0.5,0,-0.0249999999999999,"S"
"62","Micah Hyde",0.99654214642942,-0.0486321464294195,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"S"
"63","Tremaine Edmunds",0.7290980219841,0.2508119780159,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"LB"
"64","Dane Jackson",0.780999183654785,0.274490816345215,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"CB"
"65","Matt Milano",0.997424906352535,-0.0175149063525349,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"LB"
"66","Jordan Poyer",0.802581265568733,0.145328734431267,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"S"
"67","Christian Benford",0.80139784514904,0.25409215485096,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"CB"
"68","Taron Johnson",0.995877212379128,0.0596127876208723,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-1.898,"CB"
"69","Taron Johnson",0.803577736020088,0.251912263979912,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"CB"
"70","Micah Hyde",0.997488670283929,-0.0495786702839285,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"S"
"71","Tremaine Edmunds",0.785632386803627,0.194277613196373,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"LB"
"72","Dane Jackson",0.757164090871811,0.298325909128189,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"CB"
"73","Matt Milano",0.994490501470864,-0.0145805014708638,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"LB"
"74","Jordan Poyer",0.994490501470864,-0.0465805014708638,2022,3,14,"BUF","LA","Matthew Stafford",0.25,1,-0.965,"S"
"75","Christian Benford",0.793189123272896,0.262300876727104,2022,3,14,"BUF","LA","Matthew Stafford",0,0,-0.965,"CB"
"76","Bobby Wagner",0.994244407862425,-0.0143344078624249,2022,2,3,"LA","BUF","Josh Allen",0.25,0,-1.124,"LB"
"77","Nick Scott",0.750874191522598,0.197035808477402,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"S"
"78","Taylor Rapp",0.782267287373543,0.165642712626457,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"S"
"79","Troy Hill",0.994347533676773,0.0611424663232267,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"CB"
"80","Jalen Ramsey",0.994755166117102,0.0607348338828981,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"CB"
"81","Justin Hollins",0.812749162316322,0.187250837683678,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"ED"
"82","David Long Jr.",0.997206154977903,0.0582838450220972,2022,2,3,"LA","BUF","Josh Allen",0,0,-1.124,"CB"
"83","Nick Scott",0.828049093484879,-0.880139093484879,2022,3,4,"LA","BUF","Josh Allen",-0.5,0,2.292,"S"
"84","Ernest Jones",0.984019013121724,-0.00410901312172413,2022,3,4,"LA","BUF","Josh Allen",0,1,2.292,"LB"
"85","David Long Jr.",0.858513757586479,0.196976242413521,2022,3,4,"LA","BUF","Josh Allen",0,0,2.292,"CB"
"86","Jalen Ramsey",0.995483587495983,0.0600064125040174,2022,3,4,"LA","BUF","Josh Allen",0,0,2.292,"CB"
"87","Troy Hill",0.871239230036736,-0.815749230036735,2022,3,4,"LA","BUF","Josh Allen",-0.5,0,2.292,"CB"
"88","Taylor Rapp",0.996769438497722,-0.0488594384977221,2022,3,4,"LA","BUF","Josh Allen",0,0,2.292,"S"
"89","Bobby Wagner",0.849263831973076,0.130646168026924,2022,3,4,"LA","BUF","Josh Allen",0,0,2.292,"LB"
"90","Nick Scott",0.792357549071312,0.155552450928688,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"S"
"91","Ernest Jones",0.996501817833632,-0.0165918178336322,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"LB"
"92","Bobby Wagner",0.996954645961523,-0.0170446459615231,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"LB"
"93","Jordan Fuller",0.997301205759868,-0.049391205759868,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"S"
"94","Jalen Ramsey",0.982905438169837,0.072584561830163,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"CB"
"95","Troy Hill",0.803976073861122,0.251513926138878,2022,1,10,"LA","BUF","Josh Allen",0,0,0.924,"CB"
"96","Taylor Rapp",0.888768173754215,0.0591418262457848,2022,1,10,"LA","BUF","Josh Allen",0,1,0.924,"S"
"97","Nick Scott",0.772276028990746,0.175633971009254,2022,1,10,"LA","BUF","Josh Allen",0,0,0.848,"S"
"98","Jalen Ramsey",0.847957298159599,-0.792467298159599,2022,1,10,"LA","BUF","Josh Allen",-0.5,1,0.848,"CB"
"99","Bobby Wagner",0.770654782652855,-0.790744782652855,2022,1,10,"LA","BUF","Josh Allen",-0.5,0,0.848,"LB"
"100","Taylor Rapp",0.997473102295771,-0.0495631022957712,2022,1,10,"LA","BUF","Josh Allen",0,0,0.848,"S"
"101","Jordan Fuller",0.802057027816772,0.145852972183228,2022,1,10,"LA","BUF","Josh Allen",0,0,0.848,"S"
"102","Ernest Jones",0.980335175991058,-0.00042517599105835,2022,1,10,"LA","BUF","Josh Allen",0,0,0.848,"LB"
"103","Troy Hill",0.865375384688377,0.190114615311623,2022,1,10,"LA","BUF","Josh Allen",0,0,0.848,"CB"
"104","Taylor Rapp",0.996857156511396,-0.0489471565113962,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"S"
"105","David Long Jr.",0.995601090136915,0.0598889098630846,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"CB"
"106","Bobby Wagner",0.995601090136915,-0.0156910901369154,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"LB"
"107","Justin Hollins",0.987885424867272,0.0121145751327276,2022,1,10,"LA","BUF","Josh Allen",0,1,0.989,"ED"
"108","Jalen Ramsey",0.759765863418579,0.295724136581421,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"CB"
"109","Troy Hill",0.995672214776278,0.0598177852237225,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"CB"
"110","Nick Scott",0.90071577578783,0.0471942242121696,2022,1,10,"LA","BUF","Josh Allen",0,0,0.989,"S"
"111","Bobby Wagner",0.982662679627538,-0.00275267962753773,2022,1,10,"LA","BUF","Josh Allen",0.25,0,-0.0960000000000001,"LB"
"112","David Long Jr.",0.876778155565262,0.178711844434738,2022,1,10,"LA","BUF","Josh Allen",0,1,-0.0960000000000001,"CB"
"113","Justin Hollins",0.896622538566589,0.103377461433411,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.0960000000000001,"ED"
"114","Jalen Ramsey",0.997291794745252,0.0581982052547485,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.0960000000000001,"CB"
"115","Nick Scott",0.794894859194756,0.153015140805244,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.0960000000000001,"S"
"116","Taylor Rapp",0.814205527305603,0.133704472694397,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.0960000000000001,"S"
"117","Ernest Jones",0.917683564126492,0.0622264358735085,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.0960000000000001,"LB"
"118","Troy Hill",0.997294840170071,0.0581951598299295,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"CB"
"119","Nick Scott",0.785450637340546,0.162459362659454,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"S"
"120","Taylor Rapp",0.995367138646543,-0.047457138646543,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"S"
"121","Bobby Wagner",0.995367138646543,-0.015457138646543,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"LB"
"122","David Long Jr.",0.821486711502075,0.234003288497925,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"CB"
"123","Terrell Lewis",0.829497545957565,-0.829497545957565,2022,2,7,"LA","BUF","Josh Allen",-0.25,1,-4.857,"ED"
"124","Jalen Ramsey",0.99745447258465,0.0580355274153501,2022,2,7,"LA","BUF","Josh Allen",0,0,-4.857,"CB"
"125","Christian Benford",0.843689993023872,0.211800006976128,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"CB"
"126","Micah Hyde",0.727834850549698,0.220075149450302,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"S"
"127","Tremaine Edmunds",0.803770020604134,-0.823860020604134,2022,2,10,"BUF","LA","Matthew Stafford",-0.25,1,-0.049,"LB"
"128","Dane Jackson",0.927446566522121,0.128043433477879,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"CB"
"129","Matt Milano",0.767434909939766,0.212475090060234,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"LB"
"130","Jordan Poyer",0.754088386893272,0.193821613106728,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"S"
"131","Taron Johnson",0.786229133605957,0.269260866394043,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-0.049,"CB"
"132","Micah Hyde",0.995471929199994,-0.0475619291999936,2022,3,4,"BUF","LA","Matthew Stafford",0.25,1,-1.338,"S"
"133","Taron Johnson",0.99681473034434,0.0586752696556598,2022,3,4,"BUF","LA","Matthew Stafford",0,0,-1.338,"CB"
"134","Christian Benford",0.99664828996174,0.0588417100382596,2022,3,4,"BUF","LA","Matthew Stafford",0.25,0,-1.338,"CB"
"135","Jordan Poyer",0.995471929199994,-0.0475619291999936,2022,3,4,"BUF","LA","Matthew Stafford",0,0,-1.338,"S"
"136","Matt Milano",0.994437156710774,-0.0145271567107737,2022,3,4,"BUF","LA","Matthew Stafford",0,0,-1.338,"LB"
"137","Dane Jackson",0.751378044486046,0.304111955513954,2022,3,4,"BUF","LA","Matthew Stafford",0,0,-1.338,"CB"
"138","Tremaine Edmunds",0.88777032494545,0.0921396750545502,2022,3,4,"BUF","LA","Matthew Stafford",0,0,-1.338,"LB"
"139","Jordan Fuller",0.667976528406143,0.279933471593857,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"S"
"140","Ernest Jones",0.637064665555954,0.342845334444046,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"LB"
"141","Taylor Rapp",0.674676537513733,0.273233462486267,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"S"
"142","Nick Scott",0.99881539226044,-0.0509053922604397,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"S"
"143","Troy Hill",0.819303885102272,0.236186114897728,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"CB"
"144","Jalen Ramsey",0.745437651872635,0.310052348127365,2022,1,10,"LA","BUF","Josh Allen",0,1,-0.422,"CB"
"145","Bobby Wagner",0.99782195314765,-0.0179119531476498,2022,1,10,"LA","BUF","Josh Allen",0,0,-0.422,"LB"
"146","Jordan Poyer",0.910925604403019,-0.963015604403019,2022,2,10,"BUF","LA","Matthew Stafford",-0.5,0,-5.073,"S"
"147","Micah Hyde",0.996720794122666,-0.0488107941226661,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-5.073,"S"
"148","Tremaine Edmunds",0.795958876609802,0.183951123390198,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-5.073,"LB"
"149","Dane Jackson",0.881431236863136,0.174058763136864,2022,2,10,"BUF","LA","Matthew Stafford",0,1,-5.073,"CB"
"150","Matt Milano",0.994760298635811,-0.0148502986358106,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-5.073,"LB"
"151","Kaiir Elam",0.848649144172668,0.206840855827332,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-5.073,"CB"
"152","Taron Johnson",0.780105948448181,0.275384051551819,2022,2,10,"BUF","LA","Matthew Stafford",0,0,-5.073,"CB"
"153","Ernest Jones",0.772236555814743,0.207673444185257,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"LB"
"154","Bobby Wagner",0.726324051618576,0.253585948381424,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"LB"
"155","Jordan Fuller",0.997335718944669,-0.0494257189446688,2022,1,10,"LA","BUF","Josh Allen",0,1,0.0599999999999998,"S"
"156","Terrell Lewis",0.92397141456604,0.07602858543396,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"ED"
"157","Jalen Ramsey",0.757884189486504,0.297605810513496,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"CB"
"158","Troy Hill",0.997628254815936,0.0578617451840639,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"CB"
"159","Taylor Rapp",0.867251992225647,0.080658007774353,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0599999999999998,"S"
"160","David Long Jr.",0.798189476132393,-0.742699476132393,2022,3,2,"LA","BUF","Josh Allen",-0.5,1,1.519,"CB"
"161","Jordan Fuller",0.798727974295616,0.149182025704384,2022,3,2,"LA","BUF","Josh Allen",0,0,1.519,"S"
"162","Jalen Ramsey",0.995339405257255,0.0601505947427452,2022,3,2,"LA","BUF","Josh Allen",0,0,1.519,"CB"
"163","Troy Hill",0.993971285875887,-0.938481285875887,2022,3,2,"LA","BUF","Josh Allen",-0.5,0,1.519,"CB"
"164","Taylor Rapp",0.982943382114172,-0.035033382114172,2022,3,2,"LA","BUF","Josh Allen",0,0,1.519,"S"
"165","Ernest Jones",0.730346530675888,0.249563469324112,2022,3,2,"LA","BUF","Josh Allen",0,0,1.519,"LB"
"166","Bobby Wagner",0.997440478298813,-0.0175304782988131,2022,3,2,"LA","BUF","Josh Allen",0,0,1.519,"LB"
"167","David Long Jr.",0.843989878892899,0.211500121107101,2022,1,10,"LA","BUF","Josh Allen",0,0,0.972,"CB"
"168","Jordan Fuller",0.704074800014496,0.243835199985504,2022,1,10,"LA","BUF","Josh Allen",0,0,0.972,"S"
"169","Terrell Lewis",0.994188515469432,0.00581148453056812,2022,1,10,"LA","BUF","Josh Allen",0,0,0.972,"ED"
"170","Jalen Ramsey",0.996943373465911,0.0585466265340894,2022,1,10,"LA","BUF","Josh Allen",0,0,0.972,"CB"
"171","Troy Hill",0.996805060654879,-0.941315060654879,2022,1,10,"LA","BUF","Josh Allen",-0.25,1,0.972,"CB"
"172","Taylor Rapp",0.995744786690921,-0.0478347866909206,2022,1,10,"LA","BUF","Josh Allen",0,0,0.972,"S"
"173","Bobby Wagner",0.995744786690921,-1.01583478669092,2022,1,10,"LA","BUF","Josh Allen",-0.5,0,0.972,"LB"
"174","David Long Jr.",0.995350942015648,0.0601390579843521,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"CB"
"175","Jordan Fuller",0.995350942015648,-0.0474409420156479,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"S"
"176","Leonard Floyd",0.995319892652333,0.00468010734766722,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"ED"
"177","Troy Hill",0.823726058006287,0.231763941993713,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"CB"
"178","Jalen Ramsey",0.82341031730175,0.23207968269825,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"CB"
"179","Taylor Rapp",0.997803215170279,-0.0498932151702791,2022,1,10,"LA","BUF","Josh Allen",0,0,0.0479999999999996,"S"
"180","Bobby Wagner",0.996823629131541,-0.0169136291315407,2022,1,10,"LA","BUF","Josh Allen",0,1,0.0479999999999996,"LB"
"181","Troy Hill",0.879993364214897,0.175496635785103,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"CB"
"182","Taylor Rapp",0.788561999797821,0.159348000202179,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"S"
"183","Bobby Wagner",0.99587351642549,-0.0159635164254904,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"LB"
"184","David Long Jr.",0.986222315579653,0.0692676844203472,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"CB"
"185","Jordan Fuller",0.890334948897362,0.0575750511026382,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"S"
"186","Terrell Lewis",0.997082792688161,0.00291720731183887,2022,2,6,"LA","BUF","Josh Allen",0,1,-0.253,"ED"
"187","Jalen Ramsey",0.685890287160873,0.369599712839127,2022,2,6,"LA","BUF","Josh Allen",0,0,-0.253,"CB"
"188","Ernest Jones",0.998052233713679,-0.018142233713679,2022,3,4,"LA","BUF","Josh Allen",0,0,-1.447,"LB"
"189","David Long Jr.",0.9971794039011,0.0583105960988998,2022,3,4,"LA","BUF","Josh Allen",0,0,-1.447,"CB"
"190","Jordan Fuller",0.996361587196589,-1.04845158719659,2022,3,4,"LA","BUF","Josh Allen",-0.5,0,-1.447,"S"
"191","Jalen Ramsey",0.995189902372658,-0.939699902372658,2022,3,4,"LA","BUF","Josh Allen",-0.5,0,-1.447,"CB"
"192","Troy Hill",0.994833173695952,0.0606568263040483,2022,3,4,"LA","BUF","Josh Allen",0.5,1,-1.447,"CB"
"193","Taylor Rapp",0.803667172789574,0.144242827210426,2022,3,4,"LA","BUF","Josh Allen",0,0,-1.447,"S"
"194","Taron Johnson",0.994833173695952,0.0606568263040483,2022,2,6,"BUF","LA","Matthew Stafford",0.25,1,-0.925,"CB"
"195","Matt Milano",0.997327114688233,-0.0174171146882325,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-0.925,"LB"
"196","Dane Jackson",0.70062980055809,0.35486019944191,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-0.925,"CB"
"197","Tremaine Edmunds",0.928069986402988,0.0518400135970116,2022,2,6,"BUF","LA","Matthew Stafford",0.25,0,-0.925,"LB"
"198","Micah Hyde",0.819360464811325,0.128549535188675,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-0.925,"S"
"199","Kaiir Elam",0.995183038525283,0.0603069614747167,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-0.925,"CB"
"200","Jordan Poyer",0.996629271656275,-0.0487192716562748,2022,2,6,"BUF","LA","Matthew Stafford",0,0,-0.925,"S"
"201","Tremaine Edmunds",0.996847828151658,-0.0169378281516582,2022,3,6,"BUF","LA","Matthew Stafford",0.25,0,2.051,"LB"
"202","Kaiir Elam",0.996752047445625,-0.941262047445625,2022,3,6,"BUF","LA","Matthew Stafford",-0.5,0,2.051,"CB"
"203","Taron Johnson",0.997024405980483,0.0584655940195173,2022,3,6,"BUF","LA","Matthew Stafford",0,1,2.051,"CB"
"204","Jordan Poyer",0.997812104411423,-0.0499021044114232,2022,3,6,"BUF","LA","Matthew Stafford",0,0,2.051,"S"
"205","Matt Milano",0.997024405980483,-0.0171144059804827,2022,3,6,"BUF","LA","Matthew Stafford",0,0,2.051,"LB"
"206","Dane Jackson",0.99533767066896,-0.93984767066896,2022,3,6,"BUF","LA","Matthew Stafford",-0.5,0,2.051,"CB"
"207","Micah Hyde",0.99598045879975,-0.0480704587997496,2022,3,6,"BUF","LA","Matthew Stafford",0,0,2.051,"S"
"208","Micah Hyde",0.995717468671501,-0.0478074686715007,2022,1,10,"BUF","LA","Matthew Stafford",0,0,0.353,"S"
"209","Dane Jackson",0.995713467244059,-0.940223467244059,2022,1,10,"BUF","LA","Matthew Stafford",-0.5,1,0.353,"CB"
"210","Matt Milano",0.925359591841698,0.0545504081583023,2022,1,10,"BUF","LA","Matthew Stafford",0,0,0.353,"LB"
"211","Jordan Poyer",0.732979774475098,0.214930225524902,2022,1,10,"BUF","LA","Matthew Stafford",0,0,0.353,"S"
"212","Taron Johnson",0.99883078772109,0.05665921227891,2022,1,10,"BUF","LA","Matthew Stafford",0,0,0.353,"CB"
"213","Kaiir Elam",0.994790634606034,0.0606993653939664,2022,1,10,"BUF","LA","Matthew Stafford",0,0,0.353,"CB"
